review_scores_rating,accommodates,guests_included,availability_365,number_of_reviews_ltm,minimum_nights_avg_ntm,maximum_nights_avg_ntm,bathrooms,bedrooms,beds,host_listings_count,price,extra_people,security_deposit,cleaning_fee,host_response_rate,maximum_nights,minimum_nights,city,host_response_time,property_type,room_type,bed_type,cancellation_policy,is_location_exact,requires_license,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,neighbourhood_cleansed,first_review,last_review,host_since
100.0,2,1,324,27,3,7,1.0,1.0,2.0,1.0,250,0,,50.0,100,7,3,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.76396,-122.43568,Castro/Upper Market,199.0,13.0,2307.0
98.0,2,1,168,44,2,29,1.0,1.0,2.0,1.0,98,0,,35.0,100,29,2,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,False,True,True,False,False,True,True,True,37.73831,-122.42768000000001,Glen Park,217.0,13.0,1847.0
100.0,2,2,332,23,3,29,1.0,1.0,1.0,1.0,195,30,0.0,75.0,100,29,3,San Francisco,within a day,Guest suite,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.76416,-122.4592,Inner Sunset,210.0,23.0,3088.0
100.0,4,2,62,18,2,45,1.0,1.0,2.0,1.0,140,25,1500.0,65.0,100,45,2,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.74064,-122.41407,Bernal Heights,211.0,107.0,2296.0
96.0,6,3,360,14,1,30,1.0,1.0,3.0,1.0,160,25,250.0,100.0,100,30,1,San Francisco,within a few hours,House,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.720420000000004,-122.45838,Ocean View,168.0,15.0,1285.0
97.0,4,1,27,22,2,7,1.0,1.0,1.0,1.0,150,0,0.0,100.0,100,7,2,San Francisco,within a few hours,Guest suite,Entire home/apt,Real Bed,flexible,True,True,False,False,False,True,True,False,37.74018,-122.4173,Bernal Heights,150.0,13.0,267.0
90.0,6,3,44,2,5,999,1.0,3.0,3.0,1.0,60,16,800.0,130.0,100,999,2,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.77642,-122.42638999999998,Western Addition,84.0,22.0,312.0
97.0,4,2,0,6,3,14,1.0,2.0,2.0,1.0,275,30,500.0,70.0,100,14,3,San Francisco,within a few hours,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.746359999999996,-122.40856000000001,Bernal Heights,204.0,24.0,3049.0
99.0,6,1,26,18,3,27,2.5,3.0,3.0,1.0,350,0,,,100,27,3,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.77445,-122.50441000000001,Outer Richmond,185.0,31.0,1985.0
99.0,2,1,50,34,3,21,1.0,0.0,1.0,2.0,139,0,0.0,100.0,100,21,3,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,True,37.76293,-122.46883999999999,Inner Sunset,210.0,1.0,1867.0
96.0,4,2,50,5,4,30,1.0,1.0,3.0,1.0,129,10,0.0,33.0,100,30,4,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.77828,-122.5085,Outer Richmond,66.0,6.0,2760.0
100.0,2,2,39,2,30,1125,1.0,1.0,1.0,5.0,48,15,150.0,25.0,100,1125,30,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.72076,-122.45038999999998,Ocean View,135.0,13.0,1204.0
90.0,5,4,200,35,2,1124,1.0,3.0,3.0,1.0,235,25,200.0,95.0,100,1124,2,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.77859,-122.47643000000001,Inner Richmond,208.0,9.0,1230.0
85.0,2,2,55,4,30,1125,1.0,1.0,2.0,5.0,120,15,150.0,30.0,100,1125,30,San Francisco,within an hour,Tiny house,Entire home/apt,Real Bed,flexible,True,True,True,False,False,False,True,False,37.77874,-122.4864,Outer Richmond,225.0,29.0,1204.0
80.0,6,3,34,5,11,999,1.0,3.0,3.0,1.0,60,16,800.0,130.0,100,999,2,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.77498,-122.42558000000001,Western Addition,83.0,3.0,312.0
100.0,4,1,85,26,6,180,1.0,2.0,2.0,1.0,199,0,500.0,100.0,100,180,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,False,37.74333,-122.47939,Parkside,211.0,22.0,1195.0
100.0,2,1,0,3,1,1125,1.0,1.0,1.0,2.0,165,20,1500.0,60.0,100,1125,1,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,True,True,True,False,False,True,True,True,37.76882,-122.41899,Mission,82.0,79.0,2985.0
100.0,2,1,0,1,30,1125,1.0,1.0,1.0,1.0,125,0,0.0,100.0,,1125,30,San Francisco,,Apartment,Entire home/apt,Real Bed,flexible,True,True,False,False,False,False,True,False,37.73165,-122.44107,Outer Mission,137.0,137.0,2129.0
100.0,3,1,0,1,2,8,1.5,1.0,2.0,2.0,155,0,,30.0,83,8,2,San Francisco,within a few hours,Cabin,Private room,Real Bed,flexible,True,True,False,False,False,True,True,True,37.79013,-122.41684,Nob Hill,212.0,212.0,2611.0
100.0,2,1,4,3,2,7,1.0,0.0,1.0,46.0,60,0,,67.0,100,7,2,San Francisco,within an hour,Serviced apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.78976,-122.40784,Downtown/Civic Center,185.0,9.0,1253.0
99.0,2,2,21,36,3,28,1.0,1.0,1.0,2.0,119,100,750.0,79.0,100,28,3,San Francisco,within an hour,Cabin,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.739290000000004,-122.41696999999999,Bernal Heights,211.0,2.0,2502.0
100.0,5,2,25,11,2,1125,1.0,2.0,3.0,3.0,295,70,0.0,99.0,100,1125,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.772,-122.43366999999999,Western Addition,172.0,11.0,3057.0
100.0,8,1,0,2,5,29,2.5,3.0,4.0,1.0,450,0,0.0,200.0,100,29,5,San Francisco,within a few hours,House,Entire home/apt,Real Bed,flexible,True,True,True,False,False,False,True,True,37.7824,-122.47738000000001,Inner Richmond,20.0,7.0,2230.0
100.0,1,1,160,2,30,1125,1.0,1.0,1.0,2.0,50,0,200.0,100.0,100,1125,30,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.708659999999995,-122.43678999999999,Crocker Amazon,139.0,30.0,1480.0
100.0,6,4,12,2,1,1125,2.0,2.0,3.0,94.0,1000,25,0.0,0.0,100,1125,1,San Francisco,within an hour,Resort,Private room,Real Bed,strict_14_with_grace_period,False,True,True,False,False,False,True,True,37.80477,-122.42302,Russian Hill,188.0,187.0,1108.0
92.0,2,1,75,49,1,1125,2.0,1.0,1.0,5.0,84,0,100.0,30.0,100,1125,1,San Francisco,within an hour,House,Private room,Real Bed,flexible,True,True,False,False,False,False,True,False,37.783640000000005,-122.46298999999999,Inner Richmond,218.0,1.0,898.0
98.0,4,1,45,12,1,1124,1.0,0.0,2.0,76.0,199,0,,,100,1124,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.7887,-122.40958,Downtown/Civic Center,178.0,44.0,1293.0
100.0,4,1,16,1,1,1125,1.0,1.0,2.0,76.0,189,0,,,100,1125,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.806309999999996,-122.42015,Russian Hill,44.0,44.0,1293.0
87.0,5,2,242,42,1,29,1.0,1.0,2.0,1.0,125,30,500.0,35.0,95,29,1,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.71471,-122.46838999999999,Ocean View,214.0,28.0,2200.0
80.0,3,1,179,1,30,150,1.0,1.0,2.0,92.0,106,0,,,100,150,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.78621,-122.41476000000002,Downtown/Civic Center,63.0,63.0,2489.0
100.0,5,1,165,1,30,150,1.0,2.0,2.0,92.0,126,0,,,100,150,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,True,True,False,False,False,False,True,False,37.78472,-122.41483000000001,Downtown/Civic Center,35.0,35.0,2489.0
100.0,2,1,0,12,4,8,1.0,1.0,1.0,2.0,150,0,,,,8,4,San Francisco,,House,Private room,Real Bed,flexible,True,True,True,False,False,True,True,True,37.76059,-122.46309,Inner Sunset,167.0,81.0,2464.0
100.0,4,1,0,1,1,1124,1.0,0.0,2.0,76.0,199,0,,,100,1124,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.78765,-122.40992,Downtown/Civic Center,206.0,206.0,1293.0
93.0,2,1,61,24,3,1125,1.0,1.0,1.0,2.0,109,0,0.0,50.0,90,1125,3,San Francisco,within a few hours,Earth house,Private room,Real Bed,moderate,True,True,False,False,False,False,True,True,37.753029999999995,-122.4382,Noe Valley,190.0,13.0,2084.0
84.0,1,2,365,5,7,1125,4.0,1.0,1.0,10.0,119,20,150.0,35.0,100,1125,7,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,False,False,37.776720000000005,-122.4141,South of Market,163.0,10.0,1060.0
100.0,3,1,32,1,30,1125,1.0,1.0,1.0,75.0,140,0,0.0,200.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.759,-122.42306,Mission,39.0,39.0,1064.0
100.0,4,1,0,10,1,1125,1.0,1.0,2.0,76.0,189,0,,,100,1125,1,San Francisco,within an hour,Serviced apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.806309999999996,-122.42108,Russian Hill,188.0,62.0,1293.0
100.0,2,2,0,16,2,10,1.0,1.0,1.0,1.0,200,25,0.0,75.0,100,10,2,San Francisco,within a day,Guest suite,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.75547,-122.42121000000002,Mission,139.0,13.0,2647.0
98.0,2,2,250,13,2,19,1.0,1.0,1.0,192.0,228,5,400.0,40.0,93,1125,2,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,strict_14_with_grace_period,False,True,True,False,False,False,True,False,37.7768,-122.43427,Western Addition,203.0,32.0,366.0
83.0,2,2,226,14,2,19,1.0,1.0,1.0,192.0,196,5,400.0,40.0,93,1125,2,San Francisco,within an hour,Boutique hotel,Private room,Real Bed,strict_14_with_grace_period,False,True,True,False,False,False,True,False,37.777029999999996,-122.43295,Western Addition,211.0,49.0,366.0
96.0,2,2,236,19,2,20,1.0,1.0,1.0,192.0,215,5,400.0,40.0,93,1125,2,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,strict_14_with_grace_period,False,True,True,False,False,False,True,False,37.776579999999996,-122.43412,Western Addition,208.0,31.0,366.0
93.0,2,2,288,8,2,21,1.0,1.0,1.0,192.0,230,5,400.0,40.0,93,1125,2,San Francisco,within an hour,Boutique hotel,Hotel room,Real Bed,strict_14_with_grace_period,False,True,True,False,False,False,True,False,37.77809,-122.43248,Western Addition,177.0,35.0,366.0
100.0,2,1,297,1,30,1125,1.0,1.0,1.0,1735.0,158,0,500.0,240.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict,False,True,False,False,False,True,True,True,37.79591,-122.39883999999999,Financial District,36.0,36.0,1439.0
100.0,2,2,0,6,3,14,1.0,1.0,1.0,0.0,175,0,0.0,75.0,,14,3,San Francisco,,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.76149,-122.43333999999999,Castro/Upper Market,92.0,7.0,1336.0
100.0,5,5,13,12,4,90,2.0,3.0,3.0,1.0,295,7,500.0,255.0,100,90,4,San Francisco,within a few hours,House,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.7622,-122.47592,Inner Sunset,184.0,15.0,1670.0
100.0,2,2,4,22,3,90,1.0,1.0,1.0,15.0,120,13,500.0,65.0,100,90,3,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.75738,-122.494,Outer Sunset,195.0,9.0,2976.0
98.0,4,1,49,24,2,30,1.0,1.0,2.0,1.0,327,0,0.0,85.0,100,30,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.7708,-122.40371999999999,South of Market,204.0,7.0,2353.0
100.0,2,1,41,1,30,1125,1.0,1.0,1.0,4.0,95,0,0.0,75.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,True,True,True,False,False,False,True,False,37.79446,-122.41958000000001,Nob Hill,22.0,22.0,756.0
100.0,1,1,159,1,30,1125,1.0,1.0,1.0,2.0,80,0,,,100,1125,30,San Francisco,within a day,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,True,37.767179999999996,-122.43205,Castro/Upper Market,40.0,40.0,2403.0
100.0,4,1,49,4,1,1124,1.0,0.0,2.0,76.0,199,0,,,100,1124,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.78895,-122.41148000000001,Downtown/Civic Center,189.0,25.0,1293.0
93.0,1,1,156,3,30,1125,2.0,1.0,1.0,3.0,47,0,,,70,1125,30,San Francisco,within a day,Apartment,Private room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.76359,-122.47291000000001,Inner Sunset,166.0,13.0,836.0
98.0,2,4,11,20,1,7,1.0,1.0,1.0,2.0,171,0,200.0,60.0,100,7,1,San Francisco,within an hour,Apartment,Private room,Real Bed,moderate,True,True,True,False,False,True,True,True,37.77661,-122.41593,South of Market,182.0,18.0,2136.0
100.0,4,1,0,1,1,1124,1.0,0.0,2.0,76.0,199,0,,,100,1124,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.78895,-122.41006000000002,Downtown/Civic Center,203.0,203.0,1293.0
98.0,6,4,69,9,3,1125,2.5,2.0,2.0,2.0,599,50,1000.0,180.0,100,1125,3,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,True,37.79374,-122.42528999999999,Pacific Heights,136.0,16.0,1641.0
100.0,4,1,185,6,1,1125,1.0,0.0,2.0,104.0,235,0,0.0,0.0,100,1125,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.78821,-122.411,Downtown/Civic Center,208.0,12.0,1446.0
96.0,3,1,323,12,2,1125,1.0,1.0,1.0,1.0,330,50,0.0,80.0,100,1125,2,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,flexible,True,True,True,False,False,False,True,False,37.78795,-122.3883,South of Market,207.0,8.0,795.0
96.0,2,1,32,15,1,30,1.5,1.0,1.0,4.0,120,10,1000.0,40.0,100,30,1,San Francisco,within an hour,Townhouse,Private room,Real Bed,moderate,True,True,True,False,False,False,True,False,37.772009999999995,-122.5073,Outer Richmond,183.0,9.0,610.0
95.0,2,1,32,11,1,30,1.5,1.0,1.0,4.0,100,10,1000.0,40.0,100,30,1,San Francisco,within an hour,Townhouse,Private room,Real Bed,moderate,True,True,True,False,False,False,True,False,37.772,-122.50656000000001,Outer Richmond,191.0,9.0,610.0
100.0,1,1,178,1,60,120,1.0,1.0,1.0,2.0,60,50,,28.0,100,120,60,San Francisco,within a few hours,House,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.735459999999996,-122.4427,West of Twin Peaks,42.0,42.0,2447.0
97.0,2,1,93,43,1,1125,1.0,1.0,1.0,1.0,110,15,0.0,55.0,100,1125,1,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.73542,-122.43873,Glen Park,151.0,4.0,2484.0
100.0,5,1,0,11,2,1125,1.0,3.0,4.0,1.0,197,0,0.0,100.0,,1125,2,San Francisco,,Apartment,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,False,37.74902,-122.42343999999999,Mission,109.0,58.0,1583.0
96.0,6,4,322,5,2,365,1.0,2.0,2.0,1.0,190,25,1000.0,120.0,78,365,2,San Francisco,within a day,Guest suite,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.7487,-122.40415,Bernal Heights,113.0,2.0,2374.0
100.0,6,5,6,3,4,90,2.5,3.0,3.0,2.0,495,7,1000.0,250.0,100,90,4,San Francisco,within an hour,Townhouse,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.74045,-122.43704,Diamond Heights,189.0,175.0,886.0
100.0,2,1,344,4,30,1125,1.0,1.0,1.0,2.0,150,0,500.0,150.0,100,1125,30,San Francisco,within a few hours,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.78228,-122.40843000000001,South of Market,182.0,15.0,2274.0
100.0,6,1,214,1,30,1125,2.0,2.0,2.0,1735.0,217,0,500.0,330.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict,False,True,False,False,False,True,True,True,37.79633,-122.39808000000001,Financial District,140.0,140.0,1439.0
100.0,2,1,70,20,2,5,1.0,1.0,1.0,1.0,250,0,1000.0,100.0,100,5,2,San Francisco,within an hour,Cottage,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.760220000000004,-122.42839,Castro/Upper Market,155.0,5.0,1464.0
100.0,2,1,117,1,31,1125,1.0,0.0,1.0,2.0,56,0,,,100,1125,31,San Francisco,within a few hours,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.78711,-122.48558999999999,Outer Richmond,29.0,29.0,1009.0
100.0,2,1,0,1,2,7,1.0,0.0,1.0,46.0,60,0,0.0,68.0,100,7,2,San Francisco,within an hour,Serviced apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.79002,-122.40621999999999,Financial District,44.0,44.0,1253.0
99.0,2,2,308,33,1,60,1.0,0.0,2.0,1.0,159,25,1000.0,100.0,100,60,1,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,False,37.74723,-122.43024,Noe Valley,199.0,9.0,1348.0
100.0,2,1,0,1,2,7,1.0,0.0,1.0,46.0,60,0,0.0,68.0,100,7,2,San Francisco,within an hour,Serviced apartment,Hotel room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.790279999999996,-122.40628999999998,Financial District,184.0,184.0,1253.0
100.0,6,1,0,9,5,20,1.0,2.0,2.0,1.0,220,0,200.0,125.0,,20,5,San Francisco,,Apartment,Entire home/apt,Real Bed,flexible,False,True,False,False,False,False,True,False,37.73969,-122.41413999999999,Bernal Heights,205.0,49.0,1291.0
100.0,2,1,51,1,30,31,1.0,1.0,1.0,1.0,175,0,0.0,0.0,100,31,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.754709999999996,-122.42443,Mission,76.0,76.0,3770.0
100.0,6,1,105,4,2,1125,1.0,3.0,3.0,3.0,250,0,0.0,75.0,40,1125,2,San Francisco,a few days or more,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,False,37.77068,-122.44645,Haight Ashbury,14.0,0.0,641.0
100.0,2,2,178,1,30,50,1.0,1.0,1.0,1.0,94,300,1000.0,195.0,100,50,30,San Francisco,within a day,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.72813,-122.42257,Excelsior,107.0,107.0,211.0
100.0,2,1,45,3,1,100,1.0,0.0,1.0,76.0,179,0,,,100,100,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.77827,-122.42296,Downtown/Civic Center,156.0,57.0,1293.0
98.0,2,1,158,13,2,28,1.0,1.0,1.0,0.0,100,0,0.0,25.0,95,28,2,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.7134,-122.40999,Visitacion Valley,85.0,5.0,211.0
100.0,4,4,42,2,3,13,2.0,3.0,3.0,1.0,250,0,0.0,125.0,100,13,3,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.74082,-122.41933999999999,Bernal Heights,98.0,93.0,1965.0
100.0,1,1,87,1,30,300,1.0,1.0,1.0,1.0,60,0,0.0,30.0,100,300,30,San Francisco,within an hour,House,Private room,Real Bed,flexible,True,True,True,False,False,False,True,True,37.74974,-122.40728,Mission,57.0,57.0,1669.0
100.0,2,1,199,1,30,90,1.0,1.0,1.0,900.0,233,0,,148.0,98,90,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,False,True,True,False,False,False,True,False,37.77336,-122.4088,South of Market,57.0,57.0,1029.0
100.0,4,1,48,8,1,1124,1.0,0.0,2.0,76.0,199,0,,,100,1124,1,San Francisco,within an hour,Hotel,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.78902,-122.40977,Downtown/Civic Center,186.0,23.0,1293.0
100.0,3,1,289,1,30,1125,1.0,1.0,2.0,1.0,120,0,0.0,100.0,100,1125,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,flexible,False,True,True,False,False,False,True,False,37.76659,-122.44476,Haight Ashbury,15.0,15.0,599.0
100.0,1,1,11,1,1,1125,1.0,1.0,1.0,1.0,125,0,0.0,0.0,,1125,1,San Francisco,,Condominium,Private room,Real Bed,flexible,True,True,False,False,False,False,True,True,37.75202,-122.40926,Mission,183.0,183.0,1982.0
100.0,2,1,13,2,2,1125,1.5,1.0,1.0,1.0,275,0,500.0,100.0,100,1125,2,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.78837,-122.44797,Presidio Heights,85.0,14.0,1870.0
95.0,4,1,294,47,1,30,1.0,1.0,3.0,2.0,250,0,0.0,50.0,96,30,1,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.7623,-122.43255,Castro/Upper Market,186.0,11.0,247.0
100.0,2,2,142,16,2,27,1.0,1.0,1.0,1.0,169,25,300.0,120.0,100,27,2,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.76162,-122.46131000000001,Inner Sunset,125.0,18.0,3004.0
100.0,3,1,87,1,30,180,1.0,1.0,2.0,3.0,220,0,125.0,239.0,100,180,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,False,True,False,False,False,True,True,False,37.751059999999995,-122.42375,Mission,16.0,16.0,2697.0
87.0,5,4,0,3,2,4,1.5,2.0,2.0,2.0,170,10,0.0,30.0,100,4,2,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,False,37.76042,-122.48196999999999,Outer Sunset,184.0,42.0,1126.0
100.0,2,1,295,13,2,7,1.0,1.0,1.0,3.0,125,0,500.0,60.0,100,7,2,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,True,37.73155,-122.44395,Outer Mission,156.0,17.0,2940.0
100.0,2,1,97,64,1,99,1.0,1.0,1.0,4.0,109,25,100.0,65.0,100,99,1,San Francisco,within an hour,Guesthouse,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.76449,-122.43632,Castro/Upper Market,200.0,10.0,2795.0
70.0,2,1,365,2,30,1125,2.0,1.0,1.0,3.0,58,15,1000.0,150.0,100,1125,30,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,False,True,False,False,False,False,True,True,37.732890000000005,-122.39296999999999,Bayview,56.0,19.0,1867.0
98.0,1,1,138,13,3,1125,1.5,1.0,1.0,3.0,75,75,0.0,70.0,100,1125,3,San Francisco,within an hour,Condominium,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.772290000000005,-122.42201999999999,South of Market,84.0,5.0,357.0
97.0,6,1,6,7,1,1125,1.0,2.0,3.0,76.0,252,0,,,100,1125,1,San Francisco,within an hour,Serviced apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.805170000000004,-122.42016000000001,Russian Hill,128.0,41.0,1293.0
100.0,6,6,0,1,1,1125,2.0,3.0,3.0,5.0,395,80,,150.0,100,1125,1,Daly City,within an hour,House,Entire home/apt,Real Bed,flexible,False,False,True,False,False,False,True,False,37.70837,-122.43531999999999,Crocker Amazon,61.0,61.0,206.0
100.0,4,1,365,1,30,182,1.0,2.0,2.0,31.0,180,0,0.0,100.0,100,182,30,San Francisco,within an hour,House,Entire home/apt,Real Bed,super_strict_30,False,True,True,False,False,False,True,True,37.79942,-122.41893999999999,Russian Hill,64.0,64.0,1145.0
100.0,1,1,297,2,30,1125,1.0,0.0,1.0,28.0,120,0,0.0,150.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,flexible,True,True,True,False,False,True,True,False,37.80267,-122.42164,Russian Hill,173.0,133.0,1243.0
100.0,5,4,0,4,2,7,2.0,2.0,2.0,2.0,232,30,100.0,150.0,100,7,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.770759999999996,-122.43153000000001,Western Addition,195.0,41.0,1593.0
96.0,2,1,65,27,2,60,1.0,1.0,1.0,3.0,89,20,300.0,40.0,100,60,2,San Francisco,within an hour,Condominium,Private room,Real Bed,moderate,True,True,False,False,False,True,True,False,37.751059999999995,-122.41233000000001,Mission,185.0,12.0,426.0
100.0,2,1,286,2,30,360,1.0,0.0,1.0,3.0,75,10,,90.0,100,360,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.780570000000004,-122.45066000000001,Inner Richmond,166.0,71.0,2589.0
100.0,2,1,120,6,2,10,1.0,1.0,1.0,1.0,99,25,250.0,75.0,100,10,2,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.74698,-122.4151,Bernal Heights,163.0,12.0,2800.0
100.0,2,1,0,9,1,180,1.5,1.0,1.0,3.0,83,0,200.0,100.0,100,180,1,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.75327,-122.43276999999999,Noe Valley,156.0,21.0,2621.0
89.0,2,1,81,28,1,29,1.0,1.0,1.0,1.0,84,0,100.0,40.0,100,29,1,San Francisco,within an hour,House,Private room,Real Bed,flexible,True,True,False,False,False,False,True,False,37.73195,-122.42886999999999,Outer Mission,176.0,16.0,1035.0
