review_scores_rating,accommodates,guests_included,availability_365,number_of_reviews_ltm,minimum_nights_avg_ntm,maximum_nights_avg_ntm,bathrooms,bedrooms,beds,host_listings_count,price,extra_people,security_deposit,cleaning_fee,host_response_rate,maximum_nights,minimum_nights,city,host_response_time,property_type,room_type,bed_type,cancellation_policy,is_location_exact,requires_license,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,neighbourhood_cleansed,first_review,last_review,host_since
92.0,1,1,13,1,30,69,1.0,1.0,1.0,1.0,99,0,300.0,75.0,100,69,30,San Francisco,within a few hours,Apartment,Private room,Real Bed,moderate,True,True,False,True,True,True,True,True,37.79844,-122.4105,Russian Hill,2376.0,120.0,2435.0
99.0,2,1,270,46,2,1125,1.0,1.0,1.0,1.0,115,25,250.0,35.0,100,1125,2,San Francisco,within an hour,House,Private room,Real Bed,moderate,True,True,True,False,False,True,True,True,37.77713,-122.44158,Western Addition,2309.0,14.0,2416.0
100.0,4,1,73,0,30,60,2.0,2.0,3.0,27.0,300,0,,250.0,92,60,30,San Francisco,within a few hours,Serviced apartment,Hotel room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.76965,-122.43833000000001,Haight Ashbury,485.0,485.0,2866.0
99.0,2,1,315,3,30,120,1.0,1.0,1.0,1.0,181,0,200.0,90.0,100,120,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,True,True,True,True,False,37.7646,-122.40415,Potrero Hill,2342.0,50.0,2408.0
93.0,10,6,8,15,3,28,2.0,4.0,6.0,2.0,495,85,600.0,255.0,84,28,3,San Francisco,within a day,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,True,False,True,True,37.74984,-122.50851999999999,Outer Sunset,2341.0,42.0,2408.0
87.0,2,1,0,0,30,30,1.0,1.0,1.0,3.0,75,0,1900.0,,100,30,30,San Francisco,within a few hours,Townhouse,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.7654,-122.43398,Castro/Upper Market,2346.0,2225.0,2407.0
98.0,6,4,36,4,4,20,2.0,3.0,4.0,1.0,250,25,0.0,75.0,100,20,4,San Francisco,within a few hours,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.7557,-122.41151,Mission,2309.0,76.0,2403.0
97.0,2,1,122,76,1,27,1.0,1.0,1.0,3.0,135,0,,50.0,100,27,1,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,True,True,True,True,True,37.73485,-122.43406999999999,Glen Park,2370.0,17.0,2609.0
84.0,2,1,57,48,1,1125,1.0,1.0,1.0,3.0,79,0,,,100,1125,2,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,True,True,True,False,False,False,True,False,37.80055,-122.40562,North Beach,2397.0,3.0,2901.0
89.0,1,1,303,77,1,7,2.0,1.0,1.0,5.0,53,0,200.0,15.0,100,7,1,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.7703,-122.45021000000001,Haight Ashbury,2366.0,5.0,2965.0
94.0,3,6,11,2,4,1125,1.0,1.0,1.0,4.0,325,75,2000.0,250.0,100,1125,4,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.75542,-122.42841000000001,Noe Valley,2275.0,336.0,3055.0
83.0,2,1,364,0,31,90,1.0,1.0,1.0,1.0,200,0,1000.0,80.0,,90,31,San Francisco,,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.7971,-122.42793,Marina,2236.0,1519.0,2399.0
97.0,1,1,0,1,30,1125,1.0,1.0,1.0,3.0,99,20,600.0,,89,1125,30,San Francisco,within a day,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.76122,-122.43823,Castro/Upper Market,2246.0,224.0,2602.0
97.0,2,2,60,8,3,12,1.5,2.0,2.0,3.0,272,33,800.0,140.0,60,12,3,San Francisco,within a day,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,True,False,True,False,37.75963,-122.40191999999999,Potrero Hill,2198.0,14.0,2605.0
97.0,2,1,40,49,2,3,1.0,1.0,1.0,2.0,115,0,150.0,20.0,100,3,2,San Francisco,within an hour,Apartment,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.76202,-122.42335,Mission,2365.0,8.0,2529.0
92.0,9,6,296,1,30,120,1.0,4.0,4.0,1.0,230,65,1000.0,150.0,,120,30,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.7959,-122.41813,Nob Hill,2340.0,50.0,2397.0
92.0,4,6,364,0,120,365,2.0,2.0,3.0,1.0,250,30,300.0,175.0,,365,120,San Francisco,,House,Entire home/apt,Real Bed,moderate,True,True,True,False,False,False,True,False,37.74684,-122.42697,Noe Valley,2389.0,651.0,2395.0
93.0,2,1,361,36,2,30,3.0,1.0,0.0,5.0,50,55,500.0,49.0,100,30,2,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.73429,-122.46413000000001,West of Twin Peaks,2364.0,15.0,2395.0
95.0,5,4,360,0,30,90,2.0,3.0,3.0,3.0,775,150,500.0,250.0,100,90,30,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.80507,-122.44358000000001,Marina,1525.0,1386.0,2539.0
95.0,7,4,14,4,4,7,2.0,3.0,6.0,4.0,399,50,0.0,50.0,100,7,4,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.78027,-122.46108000000001,Inner Richmond,1937.0,56.0,3601.0
93.0,2,1,334,65,9,90,1.0,1.0,1.0,5.0,75,50,,30.0,85,90,1,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.76043,-122.46203,Inner Sunset,2372.0,53.0,2464.0
96.0,2,1,331,16,22,90,1.0,1.0,2.0,2.0,311,10,100.0,60.0,90,90,30,San Francisco,within an hour,Loft,Shared room,Real Bed,strict_14_with_grace_period,True,True,False,False,True,True,True,True,37.77597,-122.40503999999999,South of Market,2392.0,7.0,2948.0
91.0,2,1,36,64,1,1125,1.0,1.0,1.0,5.0,65,50,,30.0,85,1125,1,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.76105,-122.46313,Inner Sunset,1443.0,32.0,2464.0
99.0,4,3,98,12,3,10,1.5,2.0,2.0,2.0,310,50,,150.0,100,10,3,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,True,37.76943,-122.43377,Western Addition,2322.0,8.0,2424.0
95.0,4,1,71,3,30,1125,1.0,2.0,2.0,2.0,259,25,1000.0,350.0,100,1125,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.75401,-122.40925,Mission,2380.0,132.0,2923.0
100.0,2,1,335,1,30,360,,1.0,,1.0,127,0,500.0,100.0,,360,30,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.748329999999996,-122.42621000000001,Noe Valley,2185.0,204.0,2387.0
98.0,6,6,15,19,1,45,2.0,3.0,3.0,4.0,300,0,250.0,100.0,100,45,1,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.75975,-122.50544,Outer Sunset,2379.0,63.0,2386.0
98.0,4,1,14,1,2,5,1.0,2.0,2.0,1.0,298,0,,,100,5,2,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.80519,-122.42143,Russian Hill,2207.0,146.0,2385.0
86.0,2,2,148,4,30,90,1.0,1.0,1.0,1.0,140,0,200.0,60.0,100,90,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,True,True,True,False,True,False,37.74308,-122.40678999999999,Bernal Heights,2372.0,16.0,3042.0
91.0,2,1,285,5,30,1125,1.5,1.0,1.0,2.0,93,45,,79.0,67,1125,30,San Francisco,within a day,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.752309999999994,-122.40827,Mission,2291.0,14.0,2384.0
99.0,2,2,258,97,1,90,1.0,1.0,1.0,2.0,111,0,0.0,60.0,100,90,1,San Francisco,within a few hours,House,Private room,Real Bed,moderate,True,True,False,False,True,True,True,True,37.75855,-122.4453,Castro/Upper Market,2251.0,6.0,2408.0
97.0,3,1,364,1,31,1125,1.0,1.0,2.0,2.0,180,25,0.0,45.0,100,1125,31,San Francisco,within an hour,Guest suite,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.75698,-122.41126000000001,Mission,2221.0,166.0,2836.0
100.0,4,1,0,2,30,1125,2.0,3.0,3.0,27.0,255,0,500.0,175.0,100,1125,30,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,False,37.77632,-122.42200000000001,Downtown/Civic Center,1754.0,44.0,2927.0
97.0,1,1,3,51,2,14,1.5,1.0,1.0,2.0,74,0,100.0,10.0,100,14,2,San Francisco,within an hour,Loft,Shared room,Couch,moderate,True,True,False,True,True,True,True,True,37.7901,-122.39593,Financial District,2360.0,13.0,3026.0
99.0,2,1,138,0,58,60,1.0,1.0,1.0,1.0,5000,0,1138.0,,,60,58,San Francisco,,Apartment,Shared room,Real Bed,strict_14_with_grace_period,True,True,False,False,True,False,True,True,37.77981,-122.41022,South of Market,2294.0,1416.0,2881.0
95.0,2,1,23,64,1,30,1.0,1.0,1.0,1.0,76,20,225.0,38.0,100,30,1,San Francisco,within an hour,Guest suite,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,False,37.74168,-122.38258,Bayview,2085.0,7.0,3101.0
98.0,4,1,278,12,2,95,1.0,2.0,2.0,1.0,575,0,3000.0,95.0,100,95,2,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,False,37.79951,-122.41713999999999,Russian Hill,2358.0,22.0,2996.0
94.0,2,1,219,32,2,28,1.0,1.0,1.0,2.0,120,0,,,100,28,2,San Francisco,within a few hours,Bed and breakfast,Private room,Real Bed,flexible,True,True,False,False,False,True,True,True,37.777120000000004,-122.47832,Outer Richmond,2308.0,17.0,2370.0
98.0,2,1,0,17,1,30,1.0,1.0,1.0,2.0,90,0,,50.0,100,30,1,San Francisco,within a few hours,House,Private room,Real Bed,moderate,True,True,True,False,True,True,True,True,37.760940000000005,-122.44388000000001,Castro/Upper Market,1745.0,35.0,2408.0
98.0,4,2,13,1,1,40,2.0,2.0,2.0,2.0,595,100,500.0,150.0,100,40,1,San Francisco,within an hour,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77807,-122.4101,South of Market,2154.0,276.0,2384.0
95.0,2,1,24,2,3,90,2.0,1.0,1.0,0.0,188,25,500.0,50.0,100,90,3,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.752759999999995,-122.43513,Noe Valley,1960.0,0.0,2369.0
93.0,2,4,365,0,365,730,1.5,1.0,2.0,2.0,180,0,4725.0,175.0,,730,365,San Francisco,,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.77967,-122.40378999999999,South of Market,2344.0,1669.0,2369.0
80.0,1,1,356,1,7,30,1.0,1.0,0.0,3.0,68,100,100.0,100.0,100,30,7,San Francisco,within a day,House,Private room,Real Bed,moderate,True,True,False,False,False,False,True,True,37.75655,-122.4799,Outer Sunset,73.0,73.0,2368.0
96.0,2,1,175,2,30,120,1.0,1.0,2.0,1.0,100,0,0.0,80.0,100,120,30,San Francisco,within a few hours,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.76016,-122.42413,Mission,2344.0,264.0,2365.0
100.0,6,1,10,10,3,1125,3.0,3.0,3.0,2.0,500,0,1000.0,150.0,100,1125,3,San Francisco,within a day,House,Entire home/apt,Real Bed,moderate,True,True,False,False,True,True,True,True,37.77093,-122.43008,Western Addition,2273.0,72.0,2363.0
99.0,5,1,10,7,2,30,2.0,3.0,4.0,1.0,500,0,2000.0,200.0,,30,2,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.78521,-122.44278999999999,Western Addition,1548.0,68.0,2362.0
95.0,2,1,104,3,30,90,1.0,1.0,1.0,1.0,192,0,500.0,70.0,100,90,30,San Francisco,within a few hours,Guest suite,Entire home/apt,Real Bed,moderate,True,True,False,True,True,False,True,True,37.76225,-122.43231999999999,Castro/Upper Market,2280.0,306.0,3060.0
88.0,4,4,159,37,2,1125,1.0,1.0,2.0,1.0,159,75,,75.0,100,1125,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,True,False,False,False,True,False,37.7752,-122.50138999999999,Outer Richmond,1502.0,1.0,2361.0
95.0,5,4,292,2,30,90,1.0,2.0,1.0,4.0,250,20,,125.0,100,90,30,San Francisco,within a few hours,Guesthouse,Entire home/apt,Real Bed,moderate,True,True,True,False,False,True,True,True,37.74553,-122.43805,Noe Valley,2306.0,64.0,2361.0
98.0,6,2,35,4,2,120,3.0,4.0,5.0,1.0,950,50,2000.0,230.0,100,120,2,San Francisco,within a few hours,House,Entire home/apt,Real Bed,moderate,True,True,False,True,True,False,True,False,37.75871,-122.43815,Castro/Upper Market,2336.0,126.0,2797.0
100.0,6,1,5,6,2,18,2.0,3.0,4.0,1.0,500,0,250.0,150.0,,18,2,San Francisco,,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.7909,-122.43397,Pacific Heights,380.0,70.0,2360.0
98.0,2,2,0,1,30,45,1.0,1.0,1.0,2.0,175,0,300.0,100.0,50,45,30,San Francisco,within a day,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.743559999999995,-122.42908,Noe Valley,2253.0,90.0,2866.0
100.0,2,1,29,60,2,180,1.0,1.0,1.0,2.0,128,38,680.0,75.0,100,180,2,San Francisco,within an hour,Condominium,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.79149,-122.41528999999998,Nob Hill,2262.0,8.0,2457.0
95.0,2,2,59,6,30,365,1.0,1.0,1.0,1.0,149,0,0.0,69.0,100,365,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,True,37.78983,-122.43481000000001,Pacific Heights,2351.0,24.0,2510.0
96.0,4,2,365,0,30,1125,1.0,2.0,2.0,1.0,150,25,100.0,45.0,,1125,30,San Francisco,,House,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.727309999999996,-122.43863999999999,Outer Mission,2189.0,413.0,2357.0
96.0,7,1,345,6,30,300,1.5,5.0,5.0,2.0,500,100,1000.0,150.0,0,300,30,San Francisco,a few days or more,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.778040000000004,-122.43083999999999,Western Addition,1491.0,86.0,2956.0
99.0,2,2,314,39,2,28,1.5,1.0,1.0,2.0,120,100,375.0,60.0,100,28,2,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.760459999999995,-122.39778000000001,Potrero Hill,589.0,6.0,2355.0
94.0,2,1,348,37,2,30,3.0,1.0,1.0,5.0,45,49,500.0,49.0,100,30,2,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.73446,-122.46455,West of Twin Peaks,2334.0,2.0,2395.0
95.0,1,1,307,47,2,35,3.0,1.0,1.0,5.0,40,40,500.0,49.0,100,35,2,San Francisco,within an hour,House,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.735859999999995,-122.46462,West of Twin Peaks,2326.0,20.0,2395.0
78.0,1,1,4,0,30,90,1.0,1.0,0.0,5.0,79,10,200.0,50.0,100,90,30,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.77082,-122.44901000000002,Haight Ashbury,2341.0,1000.0,2463.0
97.0,4,4,0,2,2,14,1.0,3.0,4.0,1.0,138,0,0.0,100.0,,14,2,San Francisco,,Condominium,Entire home/apt,Real Bed,moderate,True,True,False,False,False,False,True,True,37.738459999999996,-122.42951000000001,Glen Park,1567.0,103.0,2352.0
94.0,2,1,0,1,3,28,1.0,1.0,1.0,4.0,150,20,0.0,55.0,100,28,3,San Francisco,within a few hours,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.75776,-122.41143999999998,Mission,2321.0,76.0,2351.0
96.0,2,2,81,0,30,150,1.0,1.0,1.0,2.0,225,50,2500.0,150.0,67,150,30,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.79575,-122.43308,Pacific Heights,2253.0,1882.0,3238.0
96.0,1,1,277,0,31,365,1.0,1.0,1.0,0.0,120,10,500.0,50.0,100,365,31,San Francisco,within an hour,Apartment,Private room,Real Bed,flexible,True,True,False,True,True,False,True,True,37.79911,-122.42933000000001,Marina,2329.0,2289.0,2370.0
84.0,4,3,141,0,360,360,1.0,1.0,3.0,2.0,90,0,,,,360,360,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.78005,-122.40323000000001,South of Market,2299.0,1391.0,2369.0
91.0,7,7,115,1,7,30,2.0,3.0,5.0,1.0,290,50,300.0,130.0,,30,7,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.75727,-122.50098999999999,Outer Sunset,1919.0,99.0,2413.0
98.0,1,1,30,46,3,14,1.5,1.0,1.0,1.0,125,40,200.0,25.0,100,14,3,San Francisco,within an hour,Condominium,Private room,Real Bed,moderate,True,True,True,False,False,True,True,True,37.76739,-122.44467,Haight Ashbury,2293.0,12.0,2347.0
100.0,6,4,226,0,30,1125,2.0,2.0,2.0,1.0,799,35,1000.0,250.0,,1125,30,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.799659999999996,-122.43795,Marina,1318.0,795.0,2346.0
100.0,4,1,286,0,180,180,2.0,2.0,2.0,1.0,185,0,3500.0,250.0,,180,180,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.784,-122.39018999999999,South of Market,2182.0,2182.0,2785.0
93.0,3,2,362,0,30,180,1.0,1.0,1.0,1.0,290,50,1000.0,,,180,30,San Francisco,,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.8039,-122.40661000000001,North Beach,2053.0,1508.0,2396.0
94.0,6,8,294,2,30,160,2.0,3.0,3.0,1.0,149,25,1000.0,275.0,,160,30,San Francisco,,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.72862,-122.43484,Outer Mission,2185.0,50.0,2316.0
99.0,4,2,0,15,2,1125,2.0,2.0,2.0,3.0,245,40,1500.0,80.0,100,1125,2,San Francisco,within an hour,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.77706,-122.4047,South of Market,1746.0,23.0,2420.0
97.0,2,2,348,0,2,1125,1.0,1.0,1.0,3.0,395,150,0.0,90.0,100,1125,2,San Francisco,within an hour,Townhouse,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.80539,-122.43636000000001,Marina,2335.0,503.0,2631.0
96.0,4,4,364,1,30,120,1.0,2.0,2.0,2.0,300,60,300.0,100.0,100,120,30,San Francisco,within a day,Townhouse,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.80068,-122.40548999999999,North Beach,2219.0,152.0,2339.0
100.0,2,4,362,0,30,90,1.0,2.0,2.0,2.0,300,60,300.0,100.0,100,90,30,San Francisco,within a day,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.80102,-122.40395,North Beach,1836.0,1101.0,2339.0
99.0,2,2,30,18,30,365,1.0,1.0,1.0,1.0,120,0,1000.0,120.0,100,365,30,San Francisco,within a few hours,Guesthouse,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.742540000000005,-122.42685,Noe Valley,2270.0,135.0,2931.0
99.0,4,4,297,2,30,180,1.5,2.0,2.0,1.0,160,0,500.0,125.0,100,180,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,moderate,True,True,False,False,False,True,True,True,37.80015,-122.40543000000001,North Beach,2297.0,152.0,2338.0
98.0,4,3,69,14,3,29,1.0,2.0,3.0,2.0,275,35,300.0,100.0,80,29,3,San Francisco,within a few hours,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.77766,-122.43437,Western Addition,2336.0,120.0,2411.0
96.0,4,2,0,5,1,1125,1.0,2.0,4.0,1.0,99,25,,99.0,,1125,2,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.756640000000004,-122.43983999999999,Castro/Upper Market,2324.0,287.0,2925.0
96.0,2,1,199,48,2,1125,2.0,1.0,1.0,2.0,100,0,,,100,1125,2,San Francisco,within a few hours,Apartment,Private room,Real Bed,flexible,True,True,False,False,False,True,True,True,37.776579999999996,-122.47882,Outer Richmond,2323.0,15.0,2370.0
98.0,1,2,365,2,30,100,1.0,1.0,1.0,1.0,70,0,,100.0,100,100,30,San Francisco,within a day,Apartment,Private room,Real Bed,moderate,True,True,False,True,True,False,True,True,37.79268,-122.41532,Nob Hill,2302.0,37.0,2333.0
98.0,1,1,349,2,30,1125,1.0,1.0,1.0,3.0,60,35,250.0,125.0,100,1125,30,San Francisco,within a day,House,Private room,Real Bed,moderate,True,True,False,False,False,True,True,False,37.732890000000005,-122.44803,Outer Mission,2246.0,111.0,2331.0
99.0,2,2,339,5,30,365,1.0,0.0,0.0,1.0,75,0,300.0,125.0,100,365,30,San Francisco,within an hour,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,True,True,False,37.78067,-122.39793999999999,South of Market,2280.0,9.0,2331.0
99.0,4,3,0,4,3,21,1.0,2.0,5.0,2.0,225,25,500.0,140.0,100,21,3,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,False,37.755990000000004,-122.4222,Mission,2255.0,56.0,2474.0
96.0,3,2,274,24,3,1125,1.0,1.0,2.0,1.0,143,30,120.0,50.0,100,1125,3,San Francisco,within an hour,Guest suite,Private room,Real Bed,moderate,True,True,False,False,False,True,True,True,37.7432,-122.40936,Bernal Heights,2307.0,23.0,2330.0
88.0,2,1,358,32,1,15,1.5,1.0,1.0,5.0,99,10,200.0,30.0,100,15,1,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.771390000000004,-122.44729,Haight Ashbury,2302.0,7.0,2463.0
100.0,2,1,29,12,1,5,1.0,1.0,1.0,2.0,118,48,680.0,75.0,100,5,1,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,True,True,True,True,True,37.7897,-122.41483000000001,Nob Hill,88.0,7.0,2457.0
100.0,2,2,136,2,2,7,1.0,1.0,1.0,1.0,250,50,300.0,100.0,100,7,2,San Francisco,within a few hours,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.7534,-122.43011000000001,Noe Valley,2248.0,334.0,2330.0
98.0,1,1,13,17,30,90,1.0,1.0,1.0,1.0,120,0,0.0,99.0,100,90,30,San Francisco,within an hour,Loft,Private room,Real Bed,flexible,False,True,False,False,False,True,True,True,37.77621,-122.39703,South of Market,2245.0,55.0,2329.0
92.0,3,1,318,3,30,220,1.0,2.0,2.0,29.0,125,0,200.0,100.0,99,220,30,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,False,37.71475,-122.44323999999999,Outer Mission,2273.0,32.0,2453.0
86.0,2,1,353,34,1,15,1.5,1.0,1.0,5.0,89,10,200.0,30.0,100,15,1,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.77113,-122.44616,Haight Ashbury,2311.0,15.0,2463.0
84.0,2,1,329,54,1,15,,1.0,1.0,5.0,79,10,200.0,30.0,100,15,1,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.77028,-122.44757,Haight Ashbury,2294.0,17.0,2463.0
88.0,2,1,357,33,1,15,1.5,1.0,1.0,5.0,99,10,200.0,30.0,100,15,1,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,True,37.77107,-122.44873999999999,Haight Ashbury,2305.0,18.0,2463.0
96.0,8,4,365,1,2,30,1.5,3.0,3.0,2.0,1500,50,5000.0,200.0,90,30,2,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,False,False,False,True,True,37.784909999999996,-122.4581,Presidio Heights,1533.0,277.0,2427.0
100.0,5,1,137,3,2,14,1.0,2.0,2.0,2.0,175,55,200.0,75.0,100,14,2,San Francisco,within an hour,Apartment,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,True,True,True,False,37.76023,-122.43773999999999,Castro/Upper Market,2226.0,20.0,2931.0
97.0,8,8,161,6,3,6,2.0,3.0,6.0,2.0,625,25,300.0,150.0,100,6,3,San Francisco,within an hour,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,False,True,False,False,True,True,True,False,37.760870000000004,-122.4414,Castro/Upper Market,2267.0,297.0,2931.0
98.0,5,2,330,6,60,730,2.0,3.0,3.0,5.0,510,55,4990.0,499.0,100,730,60,San Francisco,within a few hours,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,True,True,True,True,True,37.80362,-122.44547,Marina,2259.0,210.0,2805.0
99.0,5,5,86,20,3,9,2.0,2.0,2.0,2.0,345,35,500.0,100.0,100,9,3,San Francisco,within an hour,House,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,True,False,False,False,True,False,37.74644,-122.41747,Bernal Heights,2292.0,5.0,2327.0
97.0,2,1,65,18,3,29,1.0,1.0,1.0,4.0,148,15,500.0,60.0,100,29,3,San Francisco,within a few hours,Condominium,Private room,Real Bed,strict_14_with_grace_period,True,True,False,False,False,True,True,True,37.75863,-122.41179,Mission,2273.0,22.0,2351.0
96.0,5,2,0,5,29,1125,1.0,2.0,2.0,1.0,186,20,500.0,120.0,100,1125,29,San Francisco,within an hour,House,Entire home/apt,Real Bed,moderate,True,True,False,True,True,False,True,True,37.77966,-122.40343999999999,South of Market,2294.0,32.0,2831.0
98.0,2,2,365,0,180,730,1.0,1.0,0.0,1.0,217,100,500.0,100.0,,730,180,San Francisco,,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,True,True,False,True,True,False,True,True,37.77782,-122.3968,South of Market,2284.0,646.0,2334.0
